Equipo_Local,Equipo_Visitante,Cuota_Local,Cuota_Visitante,Resultado
Club Brugge,Liverpool,56,44,1
Leipzig,Juventus,62,38,1
Dortmund,Young Boys,75,25,3
Wolfsburg,Dynamo,94,6,1
Man. United,LOSC,43,57,3
Porto,Benfica,96,4,2
Bayern,Benfica,32,68,2
Juventus,Shakhtar Donetsk,4,96,2
Dortmund,Atlanta,44,56,3
Internazionale,Porto,31,69,2
Benfica,Wolfsburg,93,7,3
Club Brugge,Paris,99,1,2
Barcelona,Bensiktas,4,96,1
Bensiktas,Club Brugge,61,39,2
Paris,Salzburg,72,28,2
Salzburg,Atlanta,17,83,2
LOSC,Sevilla,83,17,3
Internazionale,Leipzig,15,85,2
Dynamo,Bensiktas,35,65,1
Shakhtar Donetsk,Villareal,92,8,1
Villareal,Zenit,84,16,3
Sporting CP,Real Madrid,30,70,3
Dortmund,Dynamo,30,70,2
Milan,Malmö,18,82,2
Juventus,Milan,24,76,3
Sheriff,Bensiktas,3,97,2
Benfica,Dynamo,18,82,2
Salzburg,Liverpool,40,60,1
Shakhtar Donetsk,Sevilla,3,97,1
Juventus,Leipzig,47,53,3
Liverpool,Sevilla,78,22,2
Sevilla,Man. City,30,70,3
Bensiktas,Man. City,80,20,3
Atletico,Paris,66,34,1
Internazionale,Real Madrid,11,89,3
Internazionale,Ajax,14,86,1
Salzburg,Shakhtar Donetsk,95,5,1
Barcelona,Villareal,87,13,1
Man. United,Villareal,58,42,2
Wolfsburg,Young Boys,33,67,3
Sporting CP,Dortmund,55,45,1
Dynamo,Zenit,26,74,3
Man. United,Chelsea,74,26,1
Paris,LOSC,34,66,2
Juventus,Paris,18,82,1
Shakhtar Donetsk,Porto,66,34,2
Dortmund,Porto,69,31,2
Bensiktas,Zenit,63,37,2
Paris,Benfica,52,48,3
Sheriff,Paris,98,2,3
Paris,Atletico,72,28,1
Zenit,Man. United,24,76,1
Malmö,Club Brugge,18,82,3
Dortmund,Dynamo,93,7,3
Sevilla,Dortmund,98,2,2
Club Brugge,Chelsea,6,94,1
Atletico,Ajax,34,66,3
Porto,Real Madrid,10,90,2
Salzburg,Young Boys,29,71,1
Bensiktas,Sheriff,17,83,2
Wolfsburg,Zenit,37,63,2
Man. United,Porto,20,80,3
Atlanta,Benfica,27,73,1
Wolfsburg,Leipzig,0,100,3
Sporting CP,Young Boys,44,56,3
Wolfsburg,Juventus,90,10,1
Atletico,Sporting CP,95,5,2
Ajax,Young Boys,33,67,2
Sporting CP,Young Boys,76,24,3
Liverpool,Sevilla,19,81,1
Atletico,Salzburg,48,52,1
Ajax,Benfica,72,28,2
Wolfsburg,Real Madrid,56,44,3
Sporting CP,Malmö,70,30,1
Bayern,Shakhtar Donetsk,41,59,1
Bensiktas,Zenit,18,82,1
Young Boys,Juventus,37,63,3
Milan,Young Boys,29,71,2
Man. City,Bayern,86,14,3
Atletico,Dortmund,49,51,2
Club Brugge,Man. City,99,1,3
Liverpool,Malmö,15,85,1
Dortmund,Sporting CP,43,57,3
Benfica,Porto,86,14,2
Porto,Leipzig,9,91,2
Wolfsburg,Sporting CP,24,76,3
Barcelona,Chelsea,10,90,3
Wolfsburg,Porto,32,68,1
Juventus,Atlanta,39,61,1
Barcelona,Young Boys,51,49,2
Internazionale,Sevilla,76,24,2
Club Brugge,Shakhtar Donetsk,28,72,2
Sevilla,Dortmund,83,17,2
LOSC,Man. City,25,75,3
Milan,Chelsea,39,61,1
Club Brugge,Porto,68,32,1
Barcelona,Man. United,64,36,2
Benfica,Wolfsburg,46,54,2
Dortmund,Villareal,98,2,1
Barcelona,Sheriff,24,76,1
Paris,Sporting CP,49,51,1
Club Brugge,Porto,79,21,1
Young Boys,Internazionale,55,45,2
Dortmund,Juventus,12,88,2
Dortmund,Dynamo,78,22,3
Internazionale,Barcelona,22,78,1
Atletico,LOSC,93,7,1
Liverpool,Man. United,59,41,3
Barcelona,Internazionale,22,78,3
Sheriff,Wolfsburg,85,15,3
Salzburg,Sporting CP,37,63,2
Juventus,Paris,49,51,3
Wolfsburg,Chelsea,61,39,1
Villareal,Internazionale,30,70,1
Bensiktas,Barcelona,81,19,1
Sevilla,LOSC,92,8,2
Wolfsburg,Zenit,60,40,3
Sheriff,Sevilla,48,52,2
Real Madrid,Ajax,27,73,1
Villareal,Juventus,39,61,1
Sheriff,Shakhtar Donetsk,99,1,3
Young Boys,Bayern,52,48,1
Internazionale,Sporting CP,46,54,2
Paris,Young Boys,72,28,2
Bayern,Real Madrid,42,58,3
Shakhtar Donetsk,Sporting CP,33,67,1
Bayern,Zenit,76,24,2
Chelsea,Malmö,60,40,2
Club Brugge,Bayern,63,37,3
Milan,Salzburg,13,87,3
Liverpool,Dortmund,64,36,1
Sevilla,Paris,57,43,2
Malmö,Chelsea,35,65,3
Benfica,LOSC,88,12,1
Bensiktas,Zenit,25,75,2
Villareal,Juventus,23,77,1
Juventus,Sheriff,73,27,2
Shakhtar Donetsk,Sheriff,89,11,2
LOSC,Ajax,66,34,3
Man. City,Atletico,90,10,1
Porto,Atletico,32,68,2
Man. City,Atlanta,95,5,2
Paris,Sporting CP,24,76,1
Wolfsburg,Zenit,48,52,1
Villareal,Bayern,39,61,2
Dortmund,Sheriff,85,15,3
Paris,Ajax,78,22,2
Paris,Man. United,27,73,1
Juventus,Dortmund,41,59,2
Club Brugge,Ajax,65,35,3
Milan,Leipzig,40,60,2
Dortmund,Bensiktas,91,9,1
Salzburg,Sheriff,12,88,3
Dynamo,Villareal,4,96,3
Dynamo,Dortmund,54,46,3
Barcelona,Sheriff,19,81,2
Benfica,Shakhtar Donetsk,19,81,1
Bensiktas,Sporting CP,50,50,3
LOSC,Villareal,68,32,2
Bensiktas,Atlanta,98,2,1
Club Brugge,Salzburg,48,52,3
Atletico,Barcelona,100,0,1
Chelsea,Malmö,70,30,1
Juventus,Salzburg,48,52,3
Juventus,Club Brugge,73,27,2
Benfica,LOSC,17,83,3
Paris,Real Madrid,81,19,1
Shakhtar Donetsk,Paris,20,80,1
Real Madrid,Villareal,21,79,1
Sheriff,Real Madrid,7,93,2
Salzburg,Dynamo,78,22,3
Man. United,Dortmund,35,65,2
Atlanta,Zenit,84,16,3
Barcelona,Ajax,67,33,2
LOSC,Zenit,10,90,3
Atletico,Porto,61,39,2
Leipzig,Dynamo,23,77,3
LOSC,Shakhtar Donetsk,80,20,3
Dortmund,Barcelona,37,63,2
Sporting CP,LOSC,39,61,3
Salzburg,Liverpool,49,51,2
Ajax,Chelsea,81,19,3
Milan,Wolfsburg,78,22,2
Man. United,Paris,81,19,1
LOSC,Wolfsburg,0,100,2
Chelsea,Villareal,49,51,2
Bayern,Atlanta,45,55,2
Zenit,Milan,60,40,2
LOSC,Sheriff,60,40,1
Man. City,Juventus,65,35,3
LOSC,Ajax,86,14,2
Young Boys,Leipzig,83,17,1
Atlanta,Young Boys,94,6,3
Milan,Malmö,30,70,3
Wolfsburg,Paris,19,81,1
Real Madrid,Milan,25,75,2
LOSC,Dynamo,92,8,1
Club Brugge,Paris,92,8,1
LOSC,Internazionale,96,4,3
Salzburg,Dynamo,13,87,3
Barcelona,Bayern,0,100,1
Benfica,Malmö,80,20,2
Dortmund,Benfica,70,30,1
Juventus,LOSC,5,95,2
Benfica,Dortmund,54,46,1
Milan,Man. City,65,35,3
Wolfsburg,Young Boys,52,48,2
LOSC,Milan,20,80,2
Porto,Man. City,61,39,1
Ajax,Dortmund,95,5,2
Ajax,Juventus,97,3,1
Club Brugge,Zenit,64,36,3
Paris,Juventus,2,98,3
Club Brugge,LOSC,85,15,3
Chelsea,Shakhtar Donetsk,41,59,1
Dortmund,Dynamo,82,18,1
Paris,Dynamo,77,23,1
Sevilla,Zenit,29,71,1
Dynamo,Leipzig,31,69,2
Salzburg,Dynamo,98,2,1
Dortmund,Club Brugge,68,32,3
Dortmund,Bensiktas,33,67,2
Dortmund,Zenit,82,18,3
Wolfsburg,Paris,43,57,3
Leipzig,Villareal,12,88,1
Club Brugge,Leipzig,27,73,2
Leipzig,Bensiktas,0,100,3
Dynamo,Sevilla,92,8,2
Sevilla,Sporting CP,67,33,3
Dortmund,Sevilla,56,44,1
Dynamo,Club Brugge,32,68,1
Dortmund,Sheriff,51,49,1
Atletico,Sevilla,25,75,2
Ajax,Wolfsburg,88,12,3
Barcelona,Liverpool,77,23,3
Milan,Dynamo,75,25,2
Ajax,Barcelona,56,44,2
Man. City,Sevilla,55,45,2
Ajax,Wolfsburg,72,28,2
Zenit,Paris,54,46,2
Salzburg,Man. United,38,62,3
Club Brugge,Dortmund,13,87,1
Sheriff,Wolfsburg,7,93,2
Man. City,Dynamo,76,24,1
Dynamo,Real Madrid,57,43,1
Malmö,Salzburg,14,86,3
Barcelona,Dortmund,28,72,2
Internazionale,Liverpool,21,79,3
Villareal,Chelsea,62,38,1
Sheriff,Wolfsburg,4,96,3
Salzburg,Real Madrid,98,2,1
